stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,stalkID
t,b,s,s,p,p,tbsspp
t,b,s,s,g,p,tbssgp
t,b,s,s,w,g,tbsswg
t,b,s,s,w,g,tbsswg
t,b,s,s,g,g,tbssgg
t,b,s,s,p,w,tbsspw
t,b,s,s,w,p,tbsswp
t,b,s,s,w,p,tbsswp
t,b,s,s,p,g,tbsspg
t,b,s,s,w,g,tbsswg
e,e,s,s,w,w,eessww
t,e,f,s,w,w,tefsww
t,b,s,s,g,p,tbssgp
t,b,s,s,w,g,tbsswg
e,b,s,s,w,w,ebssww
t,b,s,s,p,p,tbsspp
t,b,s,s,w,g,tbsswg
t,b,s,s,w,w,tbssww
t,b,s,s,p,g,tbsspg
t,e,s,s,w,w,tessww
t,b,s,s,g,p,tbssgp
t,b,s,s,g,p,tbssgp
t,b,s,s,p,p,tbsspp
t,b,s,s,g,w,tbssgw
t,b,s,s,p,w,tbsspw
t,b,s,s,w,p,tbsswp
t,b,s,s,g,p,tbssgp
e,e,s,s,w,w,eessww
t,b,s,s,w,w,tbssww
t,b,s,s,g,w,tbssgw
t,b,s,s,p,p,tbsspp
t,b,s,s,w,g,tbsswg
t,e,f,f,w,w,teffww
t,e,f,s,w,w,tefsww
t,b,s,s,p,p,tbsspp
t,b,s,s,p,g,tbsspg
t,b,s,s,w,g,tbsswg
t,b,s,s,p,p,tbsspp
t,b,s,s,p,w,tbsspw
t,b,s,s,w,p,tbsswp
t,b,s,s,w,w,tbssww
t,b,s,s,w,g,tbsswg
t,b,s,s,w,p,tbsswp
t,b,s,s,p,p,tbsspp
e,b,s,s,w,w,ebssww
t,b,s,s,p,p,tbsspp
t,b,s,s,p,p,tbsspp
t,b,s,s,w,w,tbssww
t,b,s,s,p,g,tbsspg
t,b,s,s,g,p,tbssgp
t,e,f,s,w,w,tefsww
t,b,s,s,p,p,tbsspp
t,b,s,s,p,p,tbsspp
t,b,s,s,w,g,tbsswg
t,b,s,s,w,g,tbsswg
t,b,s,s,g,w,tbssgw
t,b,s,s,w,p,tbsswp
t,b,s,s,w,w,tbssww
t,b,s,s,p,w,tbsspw
t,b,s,s,w,w,tbssww
t,b,s,s,w,p,tbsswp
t,b,s,s,p,w,tbsspw
t,b,s,s,w,p,tbsswp
t,b,s,s,p,p,tbsspp
t,b,s,s,p,p,tbsspp
e,b,k,k,n,b,ebkknb
t,b,s,s,p,p,tbsspp
t,b,s,s,g,g,tbssgg
e,b,k,k,p,b,ebkkpb
t,b,s,s,w,w,tbssww
t,b,s,s,w,g,tbsswg
e,b,k,k,b,n,ebkkbn
e,b,s,s,w,w,ebssww
t,b,s,s,w,w,tbssww
t,b,s,s,p,g,tbsspg
t,b,s,s,w,p,tbsswp
t,b,s,s,w,p,tbsswp
t,b,s,s,w,g,tbsswg
t,b,s,s,g,g,tbssgg
t,b,s,s,w,p,tbsswp
t,b,s,s,g,p,tbssgp
t,b,s,s,w,w,tbssww
t,b,s,s,p,g,tbsspg
t,b,s,s,w,g,tbsswg
t,b,s,s,p,w,tbsspw
t,b,s,s,p,g,tbsspg
t,b,s,s,w,g,tbsswg
t,b,s,s,p,p,tbsspp
t,b,s,s,p,g,tbsspg
t,b,s,s,p,g,tbsspg
t,b,s,s,p,w,tbsspw
t,b,s,s,p,g,tbsspg
e,b,s,s,w,w,ebssww
t,b,s,s,w,p,tbsswp
t,b,s,s,p,w,tbsspw
t,b,s,s,g,g,tbssgg
t,b,s,s,p,p,tbsspp
t,b,s,s,w,p,tbsswp
e,b,k,k,b,p,ebkkbp
t,b,s,s,w,p,tbsswp
t,b,s,s,g,g,tbssgg
t,b,s,s,w,w,tbssww
t,b,s,s,p,p,tbsspp
e,b,k,k,b,p,ebkkbp
t,b,s,s,w,g,tbsswg
t,b,s,s,g,p,tbssgp
t,b,s,s,g,w,tbssgw
t,b,s,s,w,w,tbssww
t,b,s,s,w,g,tbsswg
t,b,s,s,w,g,tbsswg
t,b,s,s,g,g,tbssgg
t,b,s,s,p,p,tbsspp
t,b,s,s,p,w,tbsspw
t,b,s,s,p,g,tbsspg
t,b,s,s,w,g,tbsswg
t,b,s,s,p,p,tbsspp
t,b,s,s,w,g,tbsswg
t,b,s,s,p,p,tbsspp
t,b,s,s,p,g,tbsspg
t,b,s,s,p,g,tbsspg
t,b,s,s,g,g,tbssgg
t,b,s,s,p,g,tbsspg
t,b,s,s,g,p,tbssgp
t,b,s,s,p,w,tbsspw
t,b,s,s,w,w,tbssww
t,b,s,s,p,p,tbsspp
e,b,k,k,b,n,ebkkbn
t,b,s,s,w,w,tbssww
t,b,s,s,g,g,tbssgg
t,b,s,s,w,g,tbsswg
t,b,s,s,p,p,tbsspp
t,b,s,s,g,w,tbssgw
t,b,s,s,w,w,tbssww
t,b,s,s,g,g,tbssgg
t,b,s,s,p,g,tbsspg
t,b,s,s,p,w,tbsspw
t,b,s,s,g,w,tbssgw
e,b,k,k,p,n,ebkkpn
t,b,s,s,p,w,tbsspw
t,b,s,s,g,g,tbssgg
t,b,s,s,w,p,tbsswp
t,b,s,s,w,g,tbsswg
t,b,s,s,p,p,tbsspp
t,b,s,s,p,w,tbsspw
t,b,s,s,w,g,tbsswg
t,b,s,s,g,g,tbssgg
t,b,s,s,p,g,tbsspg
t,b,s,s,w,p,tbsswp
t,b,s,s,w,w,tbssww
t,b,s,s,g,w,tbssgw
t,b,s,s,w,w,tbssww
t,b,s,s,g,g,tbssgg
t,b,s,s,g,g,tbssgg
t,b,s,s,p,p,tbsspp
t,b,s,s,w,g,tbsswg
t,b,s,s,p,g,tbsspg
t,b,s,s,g,g,tbssgg
t,b,s,s,w,g,tbsswg
t,b,s,s,w,w,tbssww
e,b,s,s,w,w,ebssww
t,b,s,s,p,p,tbsspp
t,b,s,s,g,g,tbssgg
t,e,s,f,w,w,tesfww
t,b,s,s,g,w,tbssgw
t,b,s,s,p,w,tbsspw
t,b,s,s,g,g,tbssgg
t,b,s,s,w,w,tbssww
t,b,s,s,p,g,tbsspg
t,b,s,s,p,g,tbsspg
t,b,s,s,p,g,tbsspg
t,b,s,s,p,g,tbsspg
t,b,s,s,g,g,tbssgg
t,b,s,s,g,g,tbssgg
t,b,s,s,p,w,tbsspw
t,b,s,s,w,w,tbssww
t,b,s,s,g,g,tbssgg
t,b,s,s,p,p,tbsspp
t,b,s,s,g,w,tbssgw
t,b,s,s,g,p,tbssgp
t,e,s,f,w,w,tesfww
t,b,s,s,w,g,tbsswg
t,b,s,s,g,g,tbssgg
t,b,s,s,p,g,tbsspg
t,b,s,s,g,g,tbssgg
t,b,s,s,g,g,tbssgg
t,b,s,s,p,w,tbsspw
t,b,s,s,p,g,tbsspg
t,b,s,s,w,w,tbssww
t,b,s,s,w,w,tbssww
t,b,s,s,g,g,tbssgg
t,b,s,s,p,w,tbsspw
t,b,s,s,p,w,tbsspw
t,b,s,s,g,w,tbssgw
t,b,s,s,g,g,tbssgg
t,b,s,s,g,p,tbssgp
t,b,s,s,g,p,tbssgp
t,b,s,s,p,w,tbsspw
t,b,s,s,p,g,tbsspg
t,b,s,s,w,g,tbsswg
t,b,s,s,g,g,tbssgg
t,b,s,s,g,g,tbssgg
t,b,s,s,g,p,tbssgp
t,b,s,s,p,p,tbsspp
t,b,s,s,p,w,tbsspw
t,b,s,s,p,g,tbsspg
t,b,s,s,w,p,tbsswp
t,b,s,s,g,g,tbssgg
t,b,s,s,p,p,tbsspp
t,b,s,s,w,p,tbsswp
t,b,s,s,p,p,tbsspp
t,b,s,s,p,w,tbsspw
t,b,s,s,p,p,tbsspp
t,b,s,s,p,p,tbsspp
t,b,s,s,g,p,tbssgp
t,b,s,s,p,g,tbsspg
e,b,s,s,w,w,ebssww
t,b,s,s,w,w,tbssww
t,b,s,s,w,w,tbssww
t,b,s,s,g,p,tbssgp
t,b,s,s,g,p,tbssgp
t,b,s,s,g,g,tbssgg
t,b,s,s,p,w,tbsspw
t,e,s,s,w,w,tessww
t,b,s,s,p,g,tbsspg
t,b,s,s,w,p,tbsswp
t,b,s,s,p,w,tbsspw
t,b,s,s,w,g,tbsswg
t,b,s,s,g,g,tbssgg
t,b,s,s,g,p,tbssgp
e,b,k,k,b,p,ebkkbp
t,b,s,s,w,w,tbssww
t,b,s,s,p,g,tbsspg
t,b,s,s,p,w,tbsspw
t,b,s,s,p,g,tbsspg
t,b,s,s,g,w,tbssgw
t,b,s,s,w,g,tbsswg
t,b,s,s,g,p,tbssgp
t,b,s,s,w,g,tbsswg
t,b,s,s,g,w,tbssgw
t,b,s,s,p,g,tbsspg
t,b,s,s,p,g,tbsspg
t,b,s,s,w,w,tbssww
t,b,s,s,g,w,tbssgw
t,b,s,s,w,p,tbsswp
t,b,s,s,g,p,tbssgp
t,b,s,s,w,p,tbsswp
t,b,s,s,w,g,tbsswg
t,b,s,s,g,w,tbssgw
t,b,s,s,p,p,tbsspp
t,b,s,s,g,p,tbssgp
t,b,s,s,p,w,tbsspw
t,b,s,s,w,w,tbssww
t,b,s,s,g,w,tbssgw
t,b,s,s,g,p,tbssgp
t,b,s,s,g,p,tbssgp
t,b,s,s,g,w,tbssgw
t,b,s,s,p,p,tbsspp
t,b,s,s,g,p,tbssgp
t,b,s,s,p,g,tbsspg
t,b,s,s,p,g,tbsspg
t,b,s,s,w,p,tbsswp
t,b,s,s,w,w,tbssww
t,e,f,s,w,w,tefsww
t,b,s,s,w,g,tbsswg
t,b,s,s,g,p,tbssgp
t,b,s,s,w,p,tbsswp
t,b,s,s,g,w,tbssgw
t,b,s,s,g,g,tbssgg
t,b,s,s,g,g,tbssgg
t,b,s,s,w,g,tbsswg
t,b,s,s,p,g,tbsspg
t,b,s,s,p,w,tbsspw
t,b,s,s,g,w,tbssgw
t,b,s,s,w,w,tbssww
t,b,s,s,w,w,tbssww
t,b,s,s,p,g,tbsspg
t,b,s,s,p,g,tbsspg
t,b,s,s,g,w,tbssgw
t,b,s,s,p,g,tbsspg
t,b,s,s,w,w,tbssww
t,b,s,s,w,g,tbsswg
e,b,s,s,w,w,ebssww
t,b,s,s,p,w,tbsspw
t,b,s,s,p,p,tbsspp
t,b,s,s,g,p,tbssgp
t,b,s,s,g,g,tbssgg
t,b,s,s,g,p,tbssgp
t,b,s,s,w,g,tbsswg
t,b,s,s,p,p,tbsspp
t,b,s,s,w,p,tbsswp
t,b,s,s,p,w,tbsspw
t,b,s,s,w,w,tbssww
t,b,s,s,w,w,tbssww
t,b,s,s,p,w,tbsspw
t,b,s,s,w,g,tbsswg
t,b,s,s,w,g,tbsswg
t,b,s,s,g,p,tbssgp
t,b,s,s,w,p,tbsswp
e,b,k,k,b,p,ebkkbp
t,b,s,s,p,w,tbsspw
t,b,s,s,g,g,tbssgg
t,b,s,s,w,g,tbsswg
e,b,k,k,b,p,ebkkbp
t,b,s,s,w,w,tbssww
t,b,s,s,g,p,tbssgp
t,b,s,s,g,g,tbssgg
t,b,s,s,p,g,tbsspg
t,b,s,s,g,p,tbssgp
t,b,s,s,w,p,tbsswp
t,b,s,s,w,p,tbsswp
t,b,s,s,g,p,tbssgp
t,b,s,s,w,p,tbsswp
t,b,s,s,g,p,tbssgp
t,b,s,s,g,p,tbssgp
t,b,s,s,g,w,tbssgw
t,b,s,s,p,w,tbsspw
t,b,s,s,g,g,tbssgg
t,b,s,s,g,w,tbssgw
t,b,s,s,p,w,tbsspw
t,b,s,s,g,g,tbssgg
t,e,f,f,w,w,teffww
t,b,s,s,g,w,tbssgw
t,b,s,s,g,w,tbssgw
t,b,s,s,g,p,tbssgp
t,b,s,s,w,w,tbssww
t,b,s,s,w,g,tbsswg
t,b,s,s,p,g,tbsspg
t,b,s,s,g,w,tbssgw
t,b,s,s,w,g,tbsswg
e,b,s,s,w,w,ebssww
t,b,s,s,p,p,tbsspp
t,b,s,s,w,p,tbsswp
t,b,s,s,p,w,tbsspw
t,e,s,s,w,w,tessww
t,b,s,s,g,w,tbssgw
t,b,s,s,w,p,tbsswp
t,b,s,s,p,g,tbsspg
t,b,s,s,w,p,tbsswp
t,b,s,s,p,p,tbsspp
t,b,s,s,g,g,tbssgg
t,b,s,s,g,g,tbssgg
t,b,s,s,w,w,tbssww
t,b,s,s,w,w,tbssww
t,b,s,s,p,g,tbsspg
t,b,s,s,w,w,tbssww
t,b,s,s,g,w,tbssgw
t,b,s,s,g,p,tbssgp
t,b,s,s,g,p,tbssgp
t,b,s,s,g,w,tbssgw
t,e,f,f,w,w,teffww
t,b,s,s,w,g,tbsswg
t,b,s,s,g,g,tbssgg
t,b,s,s,p,p,tbsspp
t,b,s,s,g,p,tbssgp
t,b,s,s,p,g,tbsspg
t,b,s,s,p,w,tbsspw
t,b,s,s,w,w,tbssww
t,b,s,s,p,g,tbsspg
t,b,s,s,p,p,tbsspp
t,b,s,s,w,g,tbsswg
t,b,s,s,g,p,tbssgp
t,b,s,s,w,p,tbsswp
t,b,s,s,w,p,tbsswp
t,b,s,s,p,p,tbsspp
t,b,s,s,w,w,tbssww
t,b,s,s,p,p,tbsspp
t,b,s,s,w,w,tbssww
t,b,s,s,p,p,tbsspp
t,b,s,s,w,p,tbsswp
t,b,s,s,p,p,tbsspp
t,b,s,s,g,p,tbssgp
t,b,s,s,p,g,tbsspg
t,b,s,s,g,g,tbssgg
e,b,s,s,w,w,ebssww
t,b,s,s,g,g,tbssgg
t,b,s,s,w,p,tbsswp
t,e,f,f,w,w,teffww
t,b,s,s,p,g,tbsspg
t,b,s,s,p,p,tbsspp
t,b,s,s,p,w,tbsspw
t,b,s,s,p,w,tbsspw
t,b,s,s,g,p,tbssgp
t,b,s,s,g,p,tbssgp
t,b,s,s,g,p,tbssgp
t,b,s,s,p,p,tbsspp
t,b,s,s,g,p,tbssgp
t,b,s,s,g,g,tbssgg
t,b,s,s,g,g,tbssgg
t,b,s,s,w,w,tbssww
t,b,s,s,p,w,tbsspw
t,b,s,s,g,w,tbssgw
t,b,s,s,p,w,tbsspw
e,b,s,s,w,w,ebssww
t,b,s,s,p,p,tbsspp
t,b,s,s,g,g,tbssgg
t,b,s,s,g,w,tbssgw
t,b,s,s,g,g,tbssgg
t,b,s,s,g,g,tbssgg
t,b,s,s,g,p,tbssgp
t,b,s,s,p,p,tbsspp
t,b,s,s,p,g,tbsspg
t,b,s,s,g,w,tbssgw
t,b,s,s,w,w,tbssww
t,b,s,s,p,g,tbsspg
t,b,s,s,p,w,tbsspw
t,b,s,s,p,w,tbsspw
t,b,s,s,w,p,tbsswp
t,b,s,s,w,p,tbsswp
t,b,s,s,g,w,tbssgw
t,b,s,s,w,p,tbsswp
t,b,s,s,g,g,tbssgg
t,b,s,s,g,w,tbssgw
t,b,s,s,g,w,tbssgw
t,e,s,f,w,w,tesfww
t,b,s,s,w,p,tbsswp
t,b,s,s,w,w,tbssww
t,b,s,s,p,p,tbsspp
t,b,s,s,w,p,tbsswp
t,b,s,s,p,g,tbsspg
e,b,s,s,w,w,ebssww
t,b,s,s,p,p,tbsspp
t,b,s,s,w,g,tbsswg
t,e,s,s,w,w,tessww
t,b,s,s,w,g,tbsswg
e,b,s,s,w,w,ebssww
t,b,s,s,g,p,tbssgp
t,b,s,s,p,p,tbsspp
t,b,s,s,w,g,tbsswg
t,b,s,s,p,p,tbsspp
t,b,s,s,g,g,tbssgg
t,b,s,s,w,w,tbssww
t,b,s,s,g,p,tbssgp
t,b,s,s,g,w,tbssgw
t,b,s,s,g,p,tbssgp
t,b,s,s,p,w,tbsspw
e,b,k,k,n,p,ebkknp
t,b,s,s,w,w,tbssww
t,b,s,s,w,w,tbssww
t,b,s,s,p,g,tbsspg
t,b,s,s,p,p,tbsspp
t,b,s,s,w,w,tbssww
t,b,s,s,w,p,tbsswp
t,b,s,s,g,w,tbssgw
t,b,s,s,g,g,tbssgg
t,b,s,s,g,w,tbssgw
t,b,s,s,p,p,tbsspp
t,b,s,s,p,g,tbsspg
t,b,s,s,g,g,tbssgg
t,b,s,s,w,p,tbsswp
t,b,s,s,p,p,tbsspp
t,b,s,s,w,w,tbssww
t,b,s,s,w,g,tbsswg
t,b,s,s,g,g,tbssgg
t,b,s,s,g,p,tbssgp
t,b,s,s,p,w,tbsspw
t,b,s,s,g,p,tbssgp
t,b,s,s,p,w,tbsspw
t,b,s,s,w,w,tbssww
e,b,k,k,b,n,ebkkbn
t,b,s,s,w,g,tbsswg
t,b,s,s,g,p,tbssgp
t,b,s,s,w,w,tbssww
t,b,s,s,g,w,tbssgw
t,b,s,s,w,w,tbssww
t,b,s,s,g,g,tbssgg
t,b,s,s,p,w,tbsspw
t,b,s,s,g,g,tbssgg
t,b,s,s,w,w,tbssww
t,b,s,s,g,w,tbssgw
e,b,k,k,p,b,ebkkpb
t,b,s,s,p,w,tbsspw
t,b,s,s,g,g,tbssgg
t,b,s,s,g,g,tbssgg
t,b,s,s,p,g,tbsspg
t,b,s,s,w,p,tbsswp
t,b,s,s,w,g,tbsswg
t,b,s,s,w,g,tbsswg
t,b,s,s,w,w,tbssww
t,b,s,s,w,g,tbsswg
t,b,s,s,p,p,tbsspp
t,b,s,s,p,g,tbsspg
t,b,s,s,w,w,tbssww
t,b,s,s,p,p,tbsspp
t,b,s,s,p,g,tbsspg
t,b,s,s,p,w,tbsspw
t,b,s,s,g,p,tbssgp
t,b,s,s,w,g,tbsswg
t,b,s,s,w,p,tbsswp
t,b,s,s,p,g,tbsspg
t,b,s,s,g,w,tbssgw
t,b,s,s,w,p,tbsswp
t,b,s,s,p,g,tbsspg
t,b,s,s,g,w,tbssgw
t,b,s,s,g,w,tbssgw
t,b,s,s,w,w,tbssww
t,b,s,s,p,g,tbsspg
t,b,s,s,p,w,tbsspw
t,b,s,s,w,g,tbsswg
t,e,f,s,w,w,tefsww
t,b,s,s,w,g,tbsswg
t,b,s,s,g,g,tbssgg
t,b,s,s,g,p,tbssgp
t,b,s,s,g,g,tbssgg
t,b,s,s,p,p,tbsspp
t,b,s,s,w,p,tbsswp
t,b,s,s,w,p,tbsswp
t,b,s,s,p,w,tbsspw
t,b,s,s,p,p,tbsspp
t,b,s,s,p,p,tbsspp
t,b,s,s,g,p,tbssgp
t,b,s,s,w,g,tbsswg
t,b,s,s,w,g,tbsswg
t,b,s,s,w,p,tbsswp
t,b,s,s,p,w,tbsspw
t,b,s,s,g,w,tbssgw
t,b,s,s,w,w,tbssww
t,b,s,s,w,g,tbsswg
t,b,s,s,g,p,tbssgp
t,b,s,s,g,p,tbssgp
t,b,s,s,g,p,tbssgp
t,b,s,s,w,w,tbssww
t,b,s,s,w,w,tbssww
e,b,k,k,b,n,ebkkbn
t,b,s,s,w,w,tbssww
t,b,s,s,g,g,tbssgg
t,b,s,s,g,g,tbssgg
t,b,s,s,w,w,tbssww
t,b,s,s,g,p,tbssgp
t,b,s,s,g,g,tbssgg
t,b,s,s,g,p,tbssgp
t,b,s,s,g,w,tbssgw
t,b,s,s,w,p,tbsswp
t,b,s,s,g,p,tbssgp
e,b,k,k,b,n,ebkkbn
t,b,s,s,g,g,tbssgg
e,b,k,k,b,n,ebkkbn
e,b,s,s,w,w,ebssww
t,b,s,s,p,p,tbsspp
t,b,s,s,g,p,tbssgp
t,b,s,s,w,w,tbssww
t,b,s,s,g,w,tbssgw
e,b,k,k,p,p,ebkkpp
t,b,s,s,w,w,tbssww
t,b,s,s,p,g,tbsspg
t,b,s,s,p,g,tbsspg
e,b,s,s,w,w,ebssww
t,b,s,s,p,g,tbsspg
t,b,s,s,w,w,tbssww
e,b,k,k,p,n,ebkkpn
e,b,k,k,p,b,ebkkpb
t,b,s,s,g,w,tbssgw
t,b,s,s,g,w,tbssgw
t,b,s,s,p,w,tbsspw
t,b,s,s,w,g,tbsswg
t,b,s,s,g,g,tbssgg
t,b,s,s,g,p,tbssgp
t,b,s,s,g,p,tbssgp
t,b,s,s,g,w,tbssgw
e,b,s,s,w,w,ebssww
e,b,k,k,n,b,ebkknb
t,b,s,s,w,p,tbsswp
t,b,s,s,g,p,tbssgp
t,b,s,s,g,w,tbssgw
t,b,s,s,w,p,tbsswp
t,b,s,s,g,p,tbssgp
t,b,s,s,p,w,tbsspw
e,b,k,k,b,p,ebkkbp
t,b,s,s,g,p,tbssgp
t,b,s,s,p,p,tbsspp
e,b,s,s,w,w,ebssww
t,b,s,s,g,p,tbssgp
t,b,s,s,w,g,tbsswg
e,b,k,k,b,p,ebkkbp
e,b,k,k,p,p,ebkkpp
t,b,s,s,p,g,tbsspg
t,b,s,s,w,g,tbsswg
t,b,s,s,w,w,tbssww
t,b,s,s,w,w,tbssww
t,b,s,s,p,p,tbsspp
e,b,s,s,w,w,ebssww
t,b,s,s,p,w,tbsspw
t,b,s,s,p,w,tbsspw
t,b,s,s,p,p,tbsspp
t,b,s,s,g,g,tbssgg
e,b,s,s,w,w,ebssww
t,b,s,s,w,g,tbsswg
t,b,s,s,g,p,tbssgp
t,b,s,s,p,p,tbsspp
t,b,s,s,w,w,tbssww
e,b,s,s,w,w,ebssww
e,b,s,s,w,w,ebssww
t,b,s,s,g,g,tbssgg
e,b,k,k,p,n,ebkkpn
e,b,s,s,w,w,ebssww
e,b,k,k,b,b,ebkkbb
t,b,s,s,p,p,tbsspp
e,b,k,k,n,b,ebkknb
t,b,s,s,p,g,tbsspg
t,b,s,s,p,w,tbsspw
t,b,s,s,w,g,tbsswg
e,b,s,s,w,w,ebssww
e,b,k,k,n,b,ebkknb
t,b,s,s,w,w,tbssww
t,b,s,s,p,w,tbsspw
t,b,s,s,p,p,tbsspp
e,b,k,k,n,p,ebkknp
t,b,s,s,w,g,tbsswg
e,b,k,k,p,b,ebkkpb
t,b,s,s,w,g,tbsswg
t,b,s,s,w,w,tbssww
e,b,k,k,p,b,ebkkpb
t,b,s,s,p,w,tbsspw
t,b,s,s,g,w,tbssgw
t,b,s,s,p,g,tbsspg
e,b,k,k,p,p,ebkkpp
t,b,s,s,w,w,tbssww
t,b,s,s,g,p,tbssgp
e,b,k,k,n,p,ebkknp
t,b,s,s,g,w,tbssgw
e,b,k,k,p,b,ebkkpb
t,b,s,s,w,g,tbsswg
e,b,k,k,b,n,ebkkbn
e,b,k,k,n,p,ebkknp
e,b,k,k,b,b,ebkkbb
t,b,s,s,g,g,tbssgg
e,b,k,k,n,b,ebkknb
t,b,s,s,p,p,tbsspp
e,b,s,s,w,w,ebssww
t,b,s,s,p,g,tbsspg
e,b,s,s,w,w,ebssww
t,b,s,s,g,g,tbssgg
t,b,s,s,g,g,tbssgg
t,b,s,s,g,w,tbssgw
t,b,s,s,w,p,tbsswp
e,b,k,k,b,p,ebkkbp
e,b,k,k,n,n,ebkknn
e,b,s,s,w,w,ebssww
t,b,s,s,g,p,tbssgp
t,b,s,s,g,g,tbssgg
t,b,s,s,p,p,tbsspp
t,b,s,s,p,g,tbsspg
e,b,k,k,p,b,ebkkpb
e,b,s,s,w,w,ebssww
t,b,s,s,w,p,tbsswp
t,b,s,s,g,w,tbssgw
t,b,s,s,g,p,tbssgp
t,b,s,s,p,p,tbsspp
t,b,s,s,g,p,tbssgp
t,b,s,s,g,w,tbssgw
t,b,s,s,g,p,tbssgp
e,b,s,s,w,w,ebssww
e,b,s,s,w,w,ebssww
t,b,s,s,p,g,tbsspg
t,b,s,s,g,w,tbssgw
e,b,k,k,n,b,ebkknb
t,b,s,s,w,g,tbsswg
e,b,s,s,w,w,ebssww
t,b,s,s,p,p,tbsspp
t,b,s,s,w,p,tbsswp
t,b,s,s,w,p,tbsswp
t,b,s,s,p,g,tbsspg
t,b,s,s,p,w,tbsspw
t,b,s,s,g,g,tbssgg
t,b,s,s,w,g,tbsswg
t,b,s,s,w,p,tbsswp
t,b,s,s,g,p,tbssgp
t,b,s,s,w,p,tbsswp
t,b,s,s,w,p,tbsswp
t,b,s,s,g,w,tbssgw
t,b,s,s,w,p,tbsswp
e,b,k,k,n,n,ebkknn
t,b,s,s,p,w,tbsspw
t,b,s,s,p,p,tbsspp
e,b,k,k,p,b,ebkkpb
t,b,s,s,p,p,tbsspp
t,b,s,s,w,g,tbsswg
t,b,s,s,g,w,tbssgw
t,b,s,s,g,g,tbssgg
t,b,s,s,g,p,tbssgp
e,b,s,s,w,w,ebssww
e,b,s,s,w,w,ebssww
t,b,s,s,w,w,tbssww
t,b,s,s,w,p,tbsswp
t,b,s,s,g,p,tbssgp
e,b,k,k,n,p,ebkknp
t,b,s,s,g,w,tbssgw
t,b,s,s,w,p,tbsswp
t,b,s,s,w,w,tbssww
e,b,s,s,w,w,ebssww
t,b,s,s,w,p,tbsswp
t,b,s,s,p,g,tbsspg
e,b,k,k,p,b,ebkkpb
t,b,s,s,w,g,tbsswg
e,b,k,k,n,b,ebkknb
e,b,s,s,w,w,ebssww
t,b,s,s,p,w,tbsspw
e,b,k,k,n,p,ebkknp
e,b,s,s,w,w,ebssww
e,b,k,k,p,p,ebkkpp
t,b,s,s,p,g,tbsspg
e,b,k,k,n,p,ebkknp
e,b,s,s,w,w,ebssww
t,b,s,s,g,g,tbssgg
t,b,s,s,g,p,tbssgp
t,b,s,s,w,w,tbssww
e,b,k,k,n,n,ebkknn
e,b,s,s,w,w,ebssww
t,b,s,s,g,p,tbssgp
t,b,s,s,p,p,tbsspp
t,b,s,s,w,g,tbsswg
t,b,s,s,g,g,tbssgg
e,b,k,k,n,p,ebkknp
t,b,s,s,w,w,tbssww
e,b,s,s,w,w,ebssww
e,b,s,s,w,w,ebssww
t,b,s,s,g,w,tbssgw
t,b,s,s,g,w,tbssgw
t,b,s,s,g,p,tbssgp
t,b,s,s,g,w,tbssgw
e,b,k,k,b,b,ebkkbb
e,b,k,k,n,b,ebkknb
t,b,s,s,w,w,tbssww
e,b,k,k,p,n,ebkkpn
e,b,s,s,w,w,ebssww
t,b,s,s,g,w,tbssgw
e,b,k,k,b,n,ebkkbn
t,b,s,s,g,p,tbssgp
t,b,s,s,w,g,tbsswg
t,b,s,s,w,w,tbssww
t,b,s,s,g,p,tbssgp
t,b,s,s,w,p,tbsswp
e,b,k,k,b,b,ebkkbb
t,b,s,s,p,p,tbsspp
e,b,k,k,n,b,ebkknb
t,b,s,s,g,w,tbssgw
t,b,s,s,p,w,tbsspw
t,b,s,s,g,g,tbssgg
e,b,k,k,b,p,ebkkbp
t,b,s,s,p,g,tbsspg
t,b,s,s,g,p,tbssgp
e,b,k,k,n,n,ebkknn
e,b,s,s,w,w,ebssww
t,b,s,s,w,g,tbsswg
e,b,k,k,n,b,ebkknb
t,b,s,s,p,g,tbsspg
t,b,s,s,p,p,tbsspp
t,b,s,s,w,g,tbsswg
t,b,s,s,w,p,tbsswp
t,b,s,s,g,g,tbssgg
t,b,s,s,p,g,tbsspg
e,b,s,s,w,w,ebssww
t,b,s,s,w,w,tbssww
t,b,s,s,w,g,tbsswg
t,b,s,s,p,g,tbsspg
t,b,s,s,w,p,tbsswp
t,b,s,s,g,w,tbssgw
t,b,s,s,w,g,tbsswg
t,b,s,s,g,p,tbssgp
e,b,k,k,p,b,ebkkpb
e,b,s,s,w,w,ebssww
t,b,s,s,p,g,tbsspg
t,b,s,s,g,w,tbssgw
t,b,s,s,w,g,tbsswg
e,b,k,k,p,b,ebkkpb
e,b,s,s,w,w,ebssww
e,b,k,k,n,n,ebkknn
t,b,s,s,p,p,tbsspp
e,b,k,k,b,n,ebkkbn
t,b,s,s,w,w,tbssww
t,b,s,s,w,p,tbsswp
t,b,s,s,g,w,tbssgw
e,b,k,k,b,b,ebkkbb
t,b,s,s,p,w,tbsspw
t,b,s,s,p,p,tbsspp
e,b,s,s,w,w,ebssww
e,b,k,k,b,n,ebkkbn
t,b,s,s,p,g,tbsspg
e,b,k,k,p,p,ebkkpp
e,b,k,k,n,n,ebkknn
t,b,s,s,w,g,tbsswg
