class,bruises,odor,spore-print-color,population,habitat,mushroomID,capID,gillID,stalkID,veilID
p,f,s,w,v,d,pfynfsfcnbt?skwwpwoewvd,fyn,fcnb,t?skww,pwoe
p,f,s,w,v,d,pfsnfsfcnbt?kswwpwoewvd,fsn,fcnb,t?ksww,pwoe
p,f,f,w,v,p,pfsefffcnbt?skpppwoewvp,fse,fcnb,t?skpp,pwoe
p,f,y,w,v,d,pxsnfyfcnbt?sspppwoewvd,xsn,fcnb,t?sspp,pwoe
p,f,f,w,v,d,pfyefffcnbt?sswwpwoewvd,fye,fcnb,t?ssww,pwoe
p,f,y,w,v,l,pkynfyfcnbt?kkpwpwoewvl,kyn,fcnb,t?kkpw,pwoe
p,f,y,w,v,p,pfsnfyfcnbt?kswwpwoewvp,fsn,fcnb,t?ksww,pwoe
p,f,f,w,v,p,pfynfffcnbt?skpwpwoewvp,fyn,fcnb,t?skpw,pwoe
p,f,y,w,v,l,pfsefyfcnbt?kkpppwoewvl,fse,fcnb,t?kkpp,pwoe
p,f,f,w,v,l,pxsnfffcnbt?skwwpwoewvl,xsn,fcnb,t?skww,pwoe
p,f,f,w,v,p,pfsefffcnbt?skpwpwoewvp,fse,fcnb,t?skpw,pwoe
p,f,f,w,v,d,pxsefffcnbt?skwwpwoewvd,xse,fcnb,t?skww,pwoe
p,f,s,w,v,d,pfyefsfcnbt?sspwpwoewvd,fye,fcnb,t?sspw,pwoe
p,f,y,w,v,p,pxsefyfcnbt?kkpppwoewvp,xse,fcnb,t?kkpp,pwoe
p,f,s,w,v,p,pfsefsfcnbt?skwppwoewvp,fse,fcnb,t?skwp,pwoe
p,f,f,w,v,p,pfsnfffcnbt?kswppwoewvp,fsn,fcnb,t?kswp,pwoe
p,f,y,w,v,p,pxsnfyfcnbt?skpwpwoewvp,xsn,fcnb,t?skpw,pwoe
p,f,s,w,v,d,pxsefsfcnbt?sspppwoewvd,xse,fcnb,t?sspp,pwoe
p,f,s,w,v,d,pfsefsfcnbt?skwwpwoewvd,fse,fcnb,t?skww,pwoe
p,f,f,w,v,l,pxsefffcnbt?skpwpwoewvl,xse,fcnb,t?skpw,pwoe
p,f,s,w,v,l,pxsnfsfcnbt?kswwpwoewvl,xsn,fcnb,t?ksww,pwoe
p,f,f,w,v,d,pfsefffcnbt?kkpppwoewvd,fse,fcnb,t?kkpp,pwoe
p,f,s,w,v,l,pxyefsfcnbt?skwppwoewvl,xye,fcnb,t?skwp,pwoe
p,f,y,w,v,p,pxsnfyfcnbt?skpppwoewvp,xsn,fcnb,t?skpp,pwoe
p,f,s,w,v,p,pxyefsfcnbt?sswppwoewvp,xye,fcnb,t?sswp,pwoe
p,f,y,w,v,l,pfsefyfcnbt?kkwwpwoewvl,fse,fcnb,t?kkww,pwoe
p,f,s,w,v,d,pxsefsfcnbt?kswppwoewvd,xse,fcnb,t?kswp,pwoe
p,f,f,w,v,l,pfynfffcnbt?sspwpwoewvl,fyn,fcnb,t?sspw,pwoe
p,f,f,w,v,l,pxsefffcnbt?kswwpwoewvl,xse,fcnb,t?ksww,pwoe
p,f,s,w,v,l,pxsnfsfcnbt?kswppwoewvl,xsn,fcnb,t?kswp,pwoe
p,f,y,w,v,d,pfsefyfcnbt?kswwpwoewvd,fse,fcnb,t?ksww,pwoe
p,f,s,w,v,d,pxsefsfcnbt?skpppwoewvd,xse,fcnb,t?skpp,pwoe
p,f,y,w,v,l,pfsnfyfcnbt?kkwppwoewvl,fsn,fcnb,t?kkwp,pwoe
p,f,s,w,v,p,pxyefsfcnbt?kkwppwoewvp,xye,fcnb,t?kkwp,pwoe
p,f,y,w,v,d,pfyefyfcnbt?kkpppwoewvd,fye,fcnb,t?kkpp,pwoe
p,f,s,w,v,p,pxyefsfcnbt?kkpwpwoewvp,xye,fcnb,t?kkpw,pwoe
p,f,y,w,v,l,pkynfyfcnbt?kkwwpwoewvl,kyn,fcnb,t?kkww,pwoe
p,f,y,w,v,l,pfynfyfcnbt?sswwpwoewvl,fyn,fcnb,t?ssww,pwoe
p,f,f,w,v,l,pxyefffcnbt?sspppwoewvl,xye,fcnb,t?sspp,pwoe
p,f,y,w,v,p,pfsnfyfcnbt?sswwpwoewvp,fsn,fcnb,t?ssww,pwoe
p,f,s,w,v,d,pxsefsfcnbt?kkpwpwoewvd,xse,fcnb,t?kkpw,pwoe
p,f,y,w,v,d,pfsefyfcnbt?kspppwoewvd,fse,fcnb,t?kspp,pwoe
e,f,n,w,s,g,exfgfnfwbge?kkwwpwtpwsg,xfg,fwbg,e?kkww,pwtp
p,f,y,w,v,p,pxsefyfcnbt?skwwpwoewvp,xse,fcnb,t?skww,pwoe
p,f,f,w,v,l,pfsnfffcnbt?skpppwoewvl,fsn,fcnb,t?skpp,pwoe
p,f,s,w,v,p,pfsnfsfcnbt?sspppwoewvp,fsn,fcnb,t?sspp,pwoe
p,f,f,w,v,l,pxsefffcnbt?skwwpwoewvl,xse,fcnb,t?skww,pwoe
p,f,y,w,v,l,pxsefyfcnbt?kswwpwoewvl,xse,fcnb,t?ksww,pwoe
p,f,s,w,v,l,pxsefsfcnbt?kswwpwoewvl,xse,fcnb,t?ksww,pwoe
p,f,y,w,v,d,pfyefyfcnbt?kswwpwoewvd,fye,fcnb,t?ksww,pwoe
e,f,n,w,s,g,ebfgfnfwbwe?sswwpwtpwsg,bfg,fwbw,e?ssww,pwtp
p,f,s,w,v,d,pfynfsfcnbt?kswppwoewvd,fyn,fcnb,t?kswp,pwoe
p,f,f,w,v,d,pfyefffcnbt?skpppwoewvd,fye,fcnb,t?skpp,pwoe
p,f,s,w,v,d,pfynfsfcnbt?sspppwoewvd,fyn,fcnb,t?sspp,pwoe
p,f,f,w,v,l,pfsnfffcnbt?skpwpwoewvl,fsn,fcnb,t?skpw,pwoe
p,f,f,w,v,d,pfynfffcnbt?skwppwoewvd,fyn,fcnb,t?skwp,pwoe
p,f,s,w,v,d,pxyefsfcnbt?kspwpwoewvd,xye,fcnb,t?kspw,pwoe
p,f,s,w,v,l,pfynfsfcnbt?sswwpwoewvl,fyn,fcnb,t?ssww,pwoe
p,f,y,w,v,d,pxsnfyfcnbt?skpppwoewvd,xsn,fcnb,t?skpp,pwoe
p,f,f,w,v,d,pfyefffcnbt?sspwpwoewvd,fye,fcnb,t?sspw,pwoe
e,f,n,w,s,g,ekfgfnfwbpe?kswwpwtpwsg,kfg,fwbp,e?ksww,pwtp
e,f,n,o,c,l,ebsnfnacbye?ssoopnopocl,bsn,acby,e?ssoo,pnop
p,f,s,w,v,l,pfsnfsfcnbt?sswwpwoewvl,fsn,fcnb,t?ssww,pwoe
p,f,s,w,v,p,pxsnfsfcnbt?sspwpwoewvp,xsn,fcnb,t?sspw,pwoe
p,f,s,w,v,l,pfynfsfcnbt?sspppwoewvl,fyn,fcnb,t?sspp,pwoe
p,f,s,w,v,l,pfsefsfcnbt?kswwpwoewvl,fse,fcnb,t?ksww,pwoe
p,f,y,w,v,l,pfynfyfcnbt?sspwpwoewvl,fyn,fcnb,t?sspw,pwoe
p,f,f,w,v,d,pfsnfffcnbt?sspppwoewvd,fsn,fcnb,t?sspp,pwoe
p,f,y,w,v,p,pfyefyfcnbt?sspppwoewvp,fye,fcnb,t?sspp,pwoe
p,f,f,w,v,l,pfyefffcnbt?kkpwpwoewvl,fye,fcnb,t?kkpw,pwoe
p,f,s,w,v,l,pfsnfsfcnbt?kkwppwoewvl,fsn,fcnb,t?kkwp,pwoe
p,f,y,w,v,d,pxsefyfcnbt?skwwpwoewvd,xse,fcnb,t?skww,pwoe
e,f,n,w,n,g,exfwfnfwbge?skwwpwtpwng,xfw,fwbg,e?skww,pwtp
p,f,f,w,v,p,pfsnfffcnbt?sspppwoewvp,fsn,fcnb,t?sspp,pwoe
p,f,y,w,v,l,pxsefyfcnbt?kspwpwoewvl,xse,fcnb,t?kspw,pwoe
p,f,y,w,v,d,pxsnfyfcnbt?kspppwoewvd,xsn,fcnb,t?kspp,pwoe
p,f,y,w,v,l,pxsnfyfcnbt?kspppwoewvl,xsn,fcnb,t?kspp,pwoe
p,f,f,w,v,d,pxsnfffcnbt?kkpwpwoewvd,xsn,fcnb,t?kkpw,pwoe
p,f,y,w,v,d,pkynfyfcnbt?kkpwpwoewvd,kyn,fcnb,t?kkpw,pwoe
p,f,y,w,v,p,pfsnfyfcnbt?kkwppwoewvp,fsn,fcnb,t?kkwp,pwoe
p,f,y,w,v,p,pxyefyfcnbt?sswppwoewvp,xye,fcnb,t?sswp,pwoe
p,f,y,w,v,p,pfsnfyfcnbt?sspwpwoewvp,fsn,fcnb,t?sspw,pwoe
p,f,f,w,v,d,pfsnfffcnbt?skwwpwoewvd,fsn,fcnb,t?skww,pwoe
p,f,s,w,v,l,pxsnfsfcnbt?skwwpwoewvl,xsn,fcnb,t?skww,pwoe
p,f,f,w,v,d,pxsnfffcnbt?sspwpwoewvd,xsn,fcnb,t?sspw,pwoe
p,f,s,w,v,l,pxyefsfcnbt?sswwpwoewvl,xye,fcnb,t?ssww,pwoe
p,f,f,w,v,d,pfsefffcnbt?sswppwoewvd,fse,fcnb,t?sswp,pwoe
p,f,s,w,v,l,pfsefsfcnbt?kkwppwoewvl,fse,fcnb,t?kkwp,pwoe
p,f,f,w,v,p,pfynfffcnbt?skwppwoewvp,fyn,fcnb,t?skwp,pwoe
p,f,s,w,v,l,pxsefsfcnbt?skpppwoewvl,xse,fcnb,t?skpp,pwoe
p,f,s,w,v,l,pfsefsfcnbt?sswppwoewvl,fse,fcnb,t?sswp,pwoe
p,f,s,w,v,d,pfyefsfcnbt?sspppwoewvd,fye,fcnb,t?sspp,pwoe
p,f,y,w,v,l,pfyefyfcnbt?kkpwpwoewvl,fye,fcnb,t?kkpw,pwoe
p,f,s,w,v,l,pxyefsfcnbt?kkwwpwoewvl,xye,fcnb,t?kkww,pwoe
p,f,f,w,v,l,pfynfffcnbt?kkwwpwoewvl,fyn,fcnb,t?kkww,pwoe
p,f,f,w,v,l,pfsnfffcnbt?sswwpwoewvl,fsn,fcnb,t?ssww,pwoe
p,f,y,w,v,p,pfsnfyfcnbt?kspppwoewvp,fsn,fcnb,t?kspp,pwoe
p,f,f,w,v,l,pkyefffcnbt?kkwwpwoewvl,kye,fcnb,t?kkww,pwoe
p,f,y,w,v,l,pfsefyfcnbt?sswwpwoewvl,fse,fcnb,t?ssww,pwoe
p,f,s,w,v,p,pxsefsfcnbt?kspppwoewvp,xse,fcnb,t?kspp,pwoe
p,f,y,w,v,p,pxyefyfcnbt?skwwpwoewvp,xye,fcnb,t?skww,pwoe
p,f,f,w,v,l,pfyefffcnbt?skwwpwoewvl,fye,fcnb,t?skww,pwoe
p,f,s,w,v,d,pxyefsfcnbt?kkwwpwoewvd,xye,fcnb,t?kkww,pwoe
p,f,f,w,v,l,pfyefffcnbt?sswppwoewvl,fye,fcnb,t?sswp,pwoe
p,f,y,w,v,d,pfynfyfcnbt?kkpppwoewvd,fyn,fcnb,t?kkpp,pwoe
p,f,y,w,v,l,pfyefyfcnbt?skpppwoewvl,fye,fcnb,t?skpp,pwoe
p,f,s,w,v,p,pxyefsfcnbt?sswwpwoewvp,xye,fcnb,t?ssww,pwoe
p,f,y,w,v,d,pxsefyfcnbt?skpwpwoewvd,xse,fcnb,t?skpw,pwoe
p,f,f,w,v,l,pfsefffcnbt?kspwpwoewvl,fse,fcnb,t?kspw,pwoe
p,f,f,w,v,p,pfsefffcnbt?kkpwpwoewvp,fse,fcnb,t?kkpw,pwoe
p,f,f,w,v,p,pxsefffcnbt?sswwpwoewvp,xse,fcnb,t?ssww,pwoe
p,f,y,w,v,p,pfsefyfcnbt?kkwwpwoewvp,fse,fcnb,t?kkww,pwoe
p,f,s,w,v,p,pfsefsfcnbt?sswwpwoewvp,fse,fcnb,t?ssww,pwoe
p,f,y,w,v,l,pfsnfyfcnbt?kkpwpwoewvl,fsn,fcnb,t?kkpw,pwoe
p,f,f,w,v,d,pfyefffcnbt?kkpppwoewvd,fye,fcnb,t?kkpp,pwoe
p,f,s,w,v,p,pfynfsfcnbt?kkpwpwoewvp,fyn,fcnb,t?kkpw,pwoe
p,f,f,w,v,l,pksefffcnbt?kkwppwoewvl,kse,fcnb,t?kkwp,pwoe
p,f,y,w,v,d,pfsnfyfcnbt?kkpwpwoewvd,fsn,fcnb,t?kkpw,pwoe
p,f,y,w,v,p,pfynfyfcnbt?sspppwoewvp,fyn,fcnb,t?sspp,pwoe
p,f,s,w,v,l,pfsefsfcnbt?kspppwoewvl,fse,fcnb,t?kspp,pwoe
p,f,y,w,v,l,pfyefyfcnbt?sswppwoewvl,fye,fcnb,t?sswp,pwoe
p,f,y,w,v,p,pxsnfyfcnbt?sspppwoewvp,xsn,fcnb,t?sspp,pwoe
p,f,y,w,v,p,pkynfyfcnbt?kkpppwoewvp,kyn,fcnb,t?kkpp,pwoe
p,f,s,w,v,d,pxyefsfcnbt?kkwppwoewvd,xye,fcnb,t?kkwp,pwoe
p,f,f,w,v,l,pxsefffcnbt?sswppwoewvl,xse,fcnb,t?sswp,pwoe
e,f,n,w,n,g,exsgfnfwbwe?kswwpwtpwng,xsg,fwbw,e?ksww,pwtp
p,f,y,w,v,d,pkynfyfcnbt?kspwpwoewvd,kyn,fcnb,t?kspw,pwoe
p,f,y,w,v,p,pxsnfyfcnbt?kswppwoewvp,xsn,fcnb,t?kswp,pwoe
p,f,s,w,v,p,pfsnfsfcnbt?skwppwoewvp,fsn,fcnb,t?skwp,pwoe
p,f,s,w,v,p,pfsnfsfcnbt?sswppwoewvp,fsn,fcnb,t?sswp,pwoe
p,f,s,w,v,p,pxsefsfcnbt?kkwwpwoewvp,xse,fcnb,t?kkww,pwoe
p,f,f,w,v,l,pfsefffcnbt?skpwpwoewvl,fse,fcnb,t?skpw,pwoe
p,f,f,w,v,l,pfyefffcnbt?kkwwpwoewvl,fye,fcnb,t?kkww,pwoe
p,f,f,w,v,p,pfyefffcnbt?kkwppwoewvp,fye,fcnb,t?kkwp,pwoe
p,f,f,w,v,l,pfsnfffcnbt?kswwpwoewvl,fsn,fcnb,t?ksww,pwoe
p,f,f,w,v,p,pfsefffcnbt?sspwpwoewvp,fse,fcnb,t?sspw,pwoe
p,f,f,w,v,p,pxsnfffcnbt?kswppwoewvp,xsn,fcnb,t?kswp,pwoe
p,f,f,w,v,l,pfsefffcnbt?kkpppwoewvl,fse,fcnb,t?kkpp,pwoe
p,f,s,w,v,p,pxsefsfcnbt?sswwpwoewvp,xse,fcnb,t?ssww,pwoe
p,f,y,w,v,d,pfsefyfcnbt?sswppwoewvd,fse,fcnb,t?sswp,pwoe
p,f,f,w,v,p,pfyefffcnbt?kswwpwoewvp,fye,fcnb,t?ksww,pwoe
p,f,s,w,v,p,pkyefsfcnbt?sspwpwoewvp,kye,fcnb,t?sspw,pwoe
p,f,s,w,v,p,pfsnfsfcnbt?sswwpwoewvp,fsn,fcnb,t?ssww,pwoe
p,f,s,w,v,d,pkyefsfcnbt?kswwpwoewvd,kye,fcnb,t?ksww,pwoe
p,f,y,w,v,l,pfsefyfcnbt?kkpwpwoewvl,fse,fcnb,t?kkpw,pwoe
p,f,s,w,v,l,pfyefsfcnbt?skwwpwoewvl,fye,fcnb,t?skww,pwoe
p,f,f,w,v,l,pfsefffcnbt?kkpwpwoewvl,fse,fcnb,t?kkpw,pwoe
e,f,n,o,c,l,ebsnfnacbne?ssoopoopocl,bsn,acbn,e?ssoo,poop
p,f,f,w,v,d,pxsnfffcnbt?skwwpwoewvd,xsn,fcnb,t?skww,pwoe
p,f,s,w,v,l,pfyefsfcnbt?kspwpwoewvl,fye,fcnb,t?kspw,pwoe
p,f,s,w,v,d,pfynfsfcnbt?kkwppwoewvd,fyn,fcnb,t?kkwp,pwoe
p,f,f,w,v,d,pfsefffcnbt?kkpwpwoewvd,fse,fcnb,t?kkpw,pwoe
p,f,f,w,v,p,pfynfffcnbt?kkwwpwoewvp,fyn,fcnb,t?kkww,pwoe
p,f,m,w,c,d,pkynfmfcbweckyccpwnnwcd,kyn,fcbw,eckycc,pwnn
p,f,f,w,v,p,pxsefffcnbt?kkwwpwoewvp,xse,fcnb,t?kkww,pwoe
p,f,s,w,v,l,pfsefsfcnbt?kkwwpwoewvl,fse,fcnb,t?kkww,pwoe
p,f,y,w,v,d,pkynfyfcnbt?kswppwoewvd,kyn,fcnb,t?kswp,pwoe
p,f,f,w,v,p,pfsefffcnbt?sswppwoewvp,fse,fcnb,t?sswp,pwoe
e,f,n,w,s,g,ekswfnfwbge?kkwwpwtpwsg,ksw,fwbg,e?kkww,pwtp
p,f,y,w,v,l,pfynfyfcnbt?kspppwoewvl,fyn,fcnb,t?kspp,pwoe
p,f,y,w,v,d,pfynfyfcnbt?skpwpwoewvd,fyn,fcnb,t?skpw,pwoe
p,f,y,w,v,p,pfynfyfcnbt?sspwpwoewvp,fyn,fcnb,t?sspw,pwoe
p,f,s,w,v,d,pfsnfsfcnbt?kkwppwoewvd,fsn,fcnb,t?kkwp,pwoe
p,f,y,w,v,l,pfsnfyfcnbt?sswwpwoewvl,fsn,fcnb,t?ssww,pwoe
p,f,y,w,v,p,pfyefyfcnbt?kkpwpwoewvp,fye,fcnb,t?kkpw,pwoe
p,f,f,w,v,d,pxsefffcnbt?kswppwoewvd,xse,fcnb,t?kswp,pwoe
p,f,f,w,v,p,pfynfffcnbt?kspppwoewvp,fyn,fcnb,t?kspp,pwoe
p,f,f,w,v,p,pxsnfffcnbt?skpppwoewvp,xsn,fcnb,t?skpp,pwoe
p,f,f,w,v,l,pxsefffcnbt?skpppwoewvl,xse,fcnb,t?skpp,pwoe
p,f,y,w,v,l,pxsefyfcnbt?skwwpwoewvl,xse,fcnb,t?skww,pwoe
p,f,y,w,v,d,pfyefyfcnbt?kkwppwoewvd,fye,fcnb,t?kkwp,pwoe
p,f,y,w,v,d,pxsnfyfcnbt?kspwpwoewvd,xsn,fcnb,t?kspw,pwoe
p,f,s,w,v,p,pxsefsfcnbt?sswppwoewvp,xse,fcnb,t?sswp,pwoe
p,f,f,w,v,l,pfsnfffcnbt?kspwpwoewvl,fsn,fcnb,t?kspw,pwoe
p,f,y,w,v,l,pxsnfyfcnbt?kkpwpwoewvl,xsn,fcnb,t?kkpw,pwoe
p,f,y,w,v,d,pfyefyfcnbt?kswppwoewvd,fye,fcnb,t?kswp,pwoe
p,f,f,w,v,d,pxsnfffcnbt?kkwppwoewvd,xsn,fcnb,t?kkwp,pwoe
p,f,f,w,v,l,pfyefffcnbt?kkpppwoewvl,fye,fcnb,t?kkpp,pwoe
p,f,f,w,v,p,pfsefffcnbt?kswwpwoewvp,fse,fcnb,t?ksww,pwoe
p,f,f,w,v,l,pfynfffcnbt?kkpppwoewvl,fyn,fcnb,t?kkpp,pwoe
p,f,y,w,v,d,pfynfyfcnbt?sswwpwoewvd,fyn,fcnb,t?ssww,pwoe
p,f,f,w,v,d,pxyefffcnbt?kkpwpwoewvd,xye,fcnb,t?kkpw,pwoe
e,f,n,w,n,g,ekfgfnfwbwe?kkwwpwtpwng,kfg,fwbw,e?kkww,pwtp
p,f,y,w,v,d,pxsefyfcnbt?skpppwoewvd,xse,fcnb,t?skpp,pwoe
p,f,y,w,v,d,pkynfyfcnbt?skpppwoewvd,kyn,fcnb,t?skpp,pwoe
p,f,s,w,v,d,pkynfsfcnbt?skwwpwoewvd,kyn,fcnb,t?skww,pwoe
p,f,s,w,v,p,pxyefsfcnbt?sspppwoewvp,xye,fcnb,t?sspp,pwoe
p,f,f,w,v,l,pfsefffcnbt?kswppwoewvl,fse,fcnb,t?kswp,pwoe
p,f,s,w,v,l,pfsnfsfcnbt?kspppwoewvl,fsn,fcnb,t?kspp,pwoe
p,f,s,w,v,p,pfsefsfcnbt?skwwpwoewvp,fse,fcnb,t?skww,pwoe
p,f,f,w,v,p,pxsefffcnbt?kswwpwoewvp,xse,fcnb,t?ksww,pwoe
p,f,s,w,v,d,pfsnfsfcnbt?sspwpwoewvd,fsn,fcnb,t?sspw,pwoe
p,f,s,w,v,p,pfyefsfcnbt?skpppwoewvp,fye,fcnb,t?skpp,pwoe
p,f,s,w,v,l,pxsnfsfcnbt?skpwpwoewvl,xsn,fcnb,t?skpw,pwoe
p,f,f,w,v,p,pxyefffcnbt?skpppwoewvp,xye,fcnb,t?skpp,pwoe
p,f,y,w,v,p,pfsefyfcnbt?kspppwoewvp,fse,fcnb,t?kspp,pwoe
p,f,y,w,v,d,pxsnfyfcnbt?kkpppwoewvd,xsn,fcnb,t?kkpp,pwoe
p,f,f,w,v,p,pfsnfffcnbt?kspwpwoewvp,fsn,fcnb,t?kspw,pwoe
e,f,n,y,v,l,exsnfnacbne?ssoopoopyvl,xsn,acbn,e?ssoo,poop
p,f,y,w,v,p,pksnfyfcnbt?kkwppwoewvp,ksn,fcnb,t?kkwp,pwoe
p,f,y,w,v,l,pfsnfyfcnbt?sspwpwoewvl,fsn,fcnb,t?sspw,pwoe
p,f,f,w,v,p,pkyefffcnbt?kswwpwoewvp,kye,fcnb,t?ksww,pwoe
e,t,n,w,y,p,exyctnfcbwebsswwpwtpwyp,xyc,fcbw,ebssww,pwtp
e,f,n,y,c,l,ebsnfnacbne?ssoopnopycl,bsn,acbn,e?ssoo,pnop
e,f,n,w,n,g,eksgfnfwbwe?skwwpwtpwng,ksg,fwbw,e?skww,pwtp
e,f,n,w,s,g,exfgfnfwbge?skwwpwtpwsg,xfg,fwbg,e?skww,pwtp
p,f,s,w,v,d,pxsnfsfcnbt?skwppwoewvd,xsn,fcnb,t?skwp,pwoe
p,f,f,w,v,p,pkyefffcnbt?sswwpwoewvp,kye,fcnb,t?ssww,pwoe
e,f,n,o,c,l,exsnfnacboe?ssoopnopocl,xsn,acbo,e?ssoo,pnop
p,f,s,w,v,d,pksefsfcnbt?kkwwpwoewvd,kse,fcnb,t?kkww,pwoe
p,f,n,w,c,l,pbyyfnfwnyecyyyypyoewcl,byy,fwny,ecyyyy,pyoe
p,f,f,w,v,d,pxsefffcnbt?kswwpwoewvd,xse,fcnb,t?ksww,pwoe
e,f,n,w,n,g,ebsgfnfwbge?kkwwpwtpwng,bsg,fwbg,e?kkww,pwtp
p,f,f,w,v,p,pkyefffcnbt?skwppwoewvp,kye,fcnb,t?skwp,pwoe
p,f,s,w,v,p,pksefsfcnbt?skpppwoewvp,kse,fcnb,t?skpp,pwoe
p,f,s,w,v,d,pfsefsfcnbt?kkwwpwoewvd,fse,fcnb,t?kkww,pwoe
p,f,y,w,v,p,pfynfyfcnbt?kspwpwoewvp,fyn,fcnb,t?kspw,pwoe
p,f,s,w,v,d,pfsefsfcnbt?kkwppwoewvd,fse,fcnb,t?kkwp,pwoe
e,f,n,w,s,g,ekfgfnfwbwe?skwwpwtpwsg,kfg,fwbw,e?skww,pwtp
p,f,s,w,v,p,pksnfsfcnbt?sswwpwoewvp,ksn,fcnb,t?ssww,pwoe
p,f,y,w,v,d,pksefyfcnbt?kspppwoewvd,kse,fcnb,t?kspp,pwoe
p,f,f,w,v,l,pfsefffcnbt?kswwpwoewvl,fse,fcnb,t?ksww,pwoe
e,f,n,w,n,g,ebfgfnfwbpe?kkwwpwtpwng,bfg,fwbp,e?kkww,pwtp
p,f,s,w,v,d,pfynfsfcnbt?kkwwpwoewvd,fyn,fcnb,t?kkww,pwoe
p,f,y,w,v,p,pfsnfyfcnbt?sswppwoewvp,fsn,fcnb,t?sswp,pwoe
e,f,n,n,c,l,efsnfnacboe?ssoopnopncl,fsn,acbo,e?ssoo,pnop
e,t,n,w,y,p,exyptnfcbwebsswwpwtpwyp,xyp,fcbw,ebssww,pwtp
p,f,y,w,v,d,pfsnfyfcnbt?kkwppwoewvd,fsn,fcnb,t?kkwp,pwoe
p,f,y,w,v,l,pkyefyfcnbt?kkwppwoewvl,kye,fcnb,t?kkwp,pwoe
p,f,s,w,v,l,pfsnfsfcnbt?sswppwoewvl,fsn,fcnb,t?sswp,pwoe
e,f,n,w,n,g,ebswfnfwbwe?skwwpwtpwng,bsw,fwbw,e?skww,pwtp
p,f,f,w,v,p,pxyefffcnbt?kkpwpwoewvp,xye,fcnb,t?kkpw,pwoe
p,f,y,w,v,l,pfyefyfcnbt?kspppwoewvl,fye,fcnb,t?kspp,pwoe
p,f,y,w,v,l,pfsefyfcnbt?kswppwoewvl,fse,fcnb,t?kswp,pwoe
p,f,f,w,v,d,pkynfffcnbt?sspwpwoewvd,kyn,fcnb,t?sspw,pwoe
e,f,n,w,s,g,exfwfnfwbpe?sswwpwtpwsg,xfw,fwbp,e?ssww,pwtp
e,f,n,w,n,g,ebswfnfwbpe?sswwpwtpwng,bsw,fwbp,e?ssww,pwtp
p,f,y,w,v,l,pksefyfcnbt?kkwwpwoewvl,kse,fcnb,t?kkww,pwoe
p,f,y,w,v,l,pfynfyfcnbt?skwwpwoewvl,fyn,fcnb,t?skww,pwoe
e,t,n,w,v,p,efyntnfcbwebsswwpwtpwvp,fyn,fcbw,ebssww,pwtp
p,f,s,w,v,d,pksnfsfcnbt?sspppwoewvd,ksn,fcnb,t?sspp,pwoe
p,f,y,w,v,l,pksnfyfcnbt?skwppwoewvl,ksn,fcnb,t?skwp,pwoe
p,f,s,w,v,l,pfynfsfcnbt?skwppwoewvl,fyn,fcnb,t?skwp,pwoe
p,f,m,w,c,d,pfyefmacbweckyccpwnnwcd,fye,acbw,eckycc,pwnn
p,f,f,w,v,d,pxsefffcnbt?skwppwoewvd,xse,fcnb,t?skwp,pwoe
p,f,s,w,v,p,pkyefsfcnbt?sspppwoewvp,kye,fcnb,t?sspp,pwoe
p,f,s,w,v,l,pxsnfsfcnbt?skpppwoewvl,xsn,fcnb,t?skpp,pwoe
p,f,f,w,v,l,pksefffcnbt?kkwwpwoewvl,kse,fcnb,t?kkww,pwoe
p,f,f,w,v,l,pkynfffcnbt?skwppwoewvl,kyn,fcnb,t?skwp,pwoe
p,f,f,w,v,p,pfyefffcnbt?sswwpwoewvp,fye,fcnb,t?ssww,pwoe
e,f,n,w,s,g,exfwfnfwbwe?sswwpwtpwsg,xfw,fwbw,e?ssww,pwtp
p,f,s,w,v,d,pksnfsfcnbt?kswwpwoewvd,ksn,fcnb,t?ksww,pwoe
p,f,f,w,v,p,pfsnfffcnbt?skpppwoewvp,fsn,fcnb,t?skpp,pwoe
p,f,y,w,v,d,pksefyfcnbt?skpppwoewvd,kse,fcnb,t?skpp,pwoe
p,f,s,w,v,l,pksefsfcnbt?kkwwpwoewvl,kse,fcnb,t?kkww,pwoe
p,f,s,w,v,l,pkynfsfcnbt?sspppwoewvl,kyn,fcnb,t?sspp,pwoe
e,f,n,w,s,g,ekfwfnfwbge?sswwpwtpwsg,kfw,fwbg,e?ssww,pwtp
p,f,f,w,v,p,pksnfffcnbt?sspppwoewvp,ksn,fcnb,t?sspp,pwoe
p,f,s,w,v,l,pkynfsfcnbt?kspppwoewvl,kyn,fcnb,t?kspp,pwoe
p,f,s,w,v,l,pksnfsfcnbt?kkwwpwoewvl,ksn,fcnb,t?kkww,pwoe
p,f,s,w,v,d,pksefsfcnbt?sswwpwoewvd,kse,fcnb,t?ssww,pwoe
p,f,y,w,v,l,pxsnfyfcnbt?kkwppwoewvl,xsn,fcnb,t?kkwp,pwoe
p,f,s,w,v,l,pxyefsfcnbt?sspppwoewvl,xye,fcnb,t?sspp,pwoe
p,f,y,w,v,p,pfsefyfcnbt?kkpwpwoewvp,fse,fcnb,t?kkpw,pwoe
p,f,f,w,v,d,pkynfffcnbt?sspppwoewvd,kyn,fcnb,t?sspp,pwoe
e,f,n,w,y,d,ebsnfnfcbwebyynnpwtpwyd,bsn,fcbw,ebyynn,pwtp
p,f,f,w,v,p,pfsnfffcnbt?sspwpwoewvp,fsn,fcnb,t?sspw,pwoe
